0 10 20 30 40 50 60 70 80 90 100 110 120 130 140 150 160 170 180
 -0.0457619353044573 -0.04142433795040208 -0.03728198544627977 -0.03318960318530609 -0.02909730752687279 -0.02505892252717535 -0.02121307460464835 -0.01751021267243856 -0.01391766332411203 -0.01039898247862671 -0.006948617758443784 -0.003568556980540075 -0.0002746790093691211 0.002911169798233239 0.005999771458544097 0.009020726142514549 0.01198994793296453 0.01490904994654616 0.01779549702890242
 -0.04502581197918974 -0.04081315726483901 -0.03676943062045102 -0.03277774921607914 -0.02878333405818263 -0.02478586933616427 -0.02096658414482214 -0.01729114692774913 -0.01372134748942976 -0.01023546533538683 -0.006826227584279351 -0.003499970655311699 -0.0002772170411524758 0.002828809627632799 0.005846351594162071 0.008795716576803803 0.01167842704821788 0.01450807036963939 0.01731058053781006
 -0.04432937917552786 -0.0402289688590611 -0.03626311579633169 -0.03235888159578206 -0.02845650126694681 -0.02452768811073725 -0.02071935698605245 -0.01706923080478071 -0.01352738031564255 -0.01007649193876546 -0.006709535857271826 -0.003436272754812545 -0.0002830563617750627 0.002753396712821515 0.00570485170343773 0.008581890863157549 0.01138900655442554 0.01415142494255342 0.01688439962165316
 -0.04367624244590279 -0.0396780306326361 -0.03578469853721958 -0.03195395294303403 -0.02812231649738312 -0.02425657712603172 -0.02046876676196473 -0.01685144158153647 -0.01334511372241072 -0.009928135436244226 -0.006601731282957925 -0.003380253612893611 -0.0002882334616388834 0.002689014652253375 0.005578983571251694 0.008390099722534908 0.01113130972587437 0.01383375874154151 0.01649430482937142
 -0.04305266143125808 -0.03914380380975278 -0.03532459771539753 -0.03154595682830581 -0.02777882080002822 -0.02398417287672321 -0.02023775044405335 -0.01664428657290042 -0.01317031861901249 -0.009791988737215812 -0.00650705623111567 -0.003334258426348347 -0.0002960958176047116 0.002631773837164832 0.005469350528635281 0.008223082681963196 0.01090426904191662 0.01354811238645887 0.01614238963304091
 -0.04244792397469917 -0.03862290454048344 -0.03487434706651811 -0.0311455101456975 -0.02744020428979823 -0.02372016041357738 -0.02001478873974743 -0.01644159736859656 -0.01300219941677689 -0.009663103372523 -0.006420839360717051 -0.003297781436340953 -0.000309205132816931 0.00257306251094067 0.005361864074319706 0.008062928026691066 0.01069967920052659 0.01328786597911896 0.01581841299358678
 -0.0418694802040997 -0.03811175036640775 -0.03442642775802569 -0.03076354386785567 -0.02710855639731738 -0.02345173583967439 -0.01979454866461047 -0.01625652947185863 -0.01285205543782224 -0.009547956057485549 -0.00634357141949086 -0.003264056675066782 -0.0003177146984345153 0.002521062881595838 0.005261167836520073 0.007911208458851801 0.01050259664468683 0.01304180275849195 0.01551762389564383
 -0.04131744847626484 -0.03761921111971127 -0.0339987324521127 -0.03039973583333014 -0.02678482801847898 -0.02318491399011867 -0.01958746813415915 -0.01608814988465163 -0.01271171602113898 -0.009443417553644463 -0.006283017768557719 -0.003240668215661907 -0.0003324769674674192 0.002468809795482839 0.005169713821829629 0.007779132079221174 0.01032646439806515 0.01281372746285182 0.01523613908130151
 -0.04077635060782792 -0.03715148407818349 -0.03359311213374219 -0.03004351649074283 -0.02647594966591441 -0.02292908604438887 -0.01939697603164219 -0.01593549327732548 -0.01258866997706874 -0.009357582889124041 -0.006233217266388225 -0.003227131083900223 -0.0003548908596179012 0.002412338010952859 0.005081297824255667 0.007657036353694033 0.01017168025499703 0.01260975192214821 0.01497873843343842


